Suburb,Latitude,Longitude,Venue,Category,Main Category
Dulwich Hill,-33.903409999999944,151.1424800000001,Bar Valente,Café,Food
Dulwich Hill,-33.903409999999944,151.1424800000001,The Eate,Mediterranean Restaurant,Food
Dulwich Hill,-33.903409999999944,151.1424800000001,Empire Cafe,Café,Food
Dulwich Hill,-33.903409999999944,151.1424800000001,Crust Gourmet Pizza Bar,Pizza Place,Food
Dulwich Hill,-33.903409999999944,151.1424800000001,IGA Dulwich Hill,Grocery Store,Shop & Service
Dulwich Hill,-33.903409999999944,151.1424800000001,Zeus Street Greek,Souvlaki Shop,Food
Dulwich Hill,-33.903409999999944,151.1424800000001,Tella Balls,Dessert Shop,Food
Dulwich Hill,-33.903409999999944,151.1424800000001,Coffee Tank,Café,Food
Dulwich Hill,-33.903409999999944,151.1424800000001,Gladstone Hotel,Pub,Nightlife Spot
Dulwich Hill,-33.903409999999944,151.1424800000001,Moon's Fresh Sushi,Sushi Restaurant,Food
Dulwich Hill,-33.903409999999944,151.1424800000001,Minh Vietnamese,Vietnamese Restaurant,Food
Dulwich Hill,-33.903409999999944,151.1424800000001,Bottlemart Cellars,Liquor Store,Shop & Service
Dulwich Hill,-33.903409999999944,151.1424800000001,Cira Turkish Cuisine,Middle Eastern Restaurant,Food
Dulwich Hill,-33.903409999999944,151.1424800000001,The Sausage Factory,Bistro,Food
Dulwich Hill,-33.903409999999944,151.1424800000001,Dulwich Hill Shops,Plaza,Outdoors & Recreation
Dulwich Hill,-33.903409999999944,151.1424800000001,Jack And The Beanstalk,Café,Food
Dulwich Hill,-33.903409999999944,151.1424800000001,Sun Thai,Thai Restaurant,Food
Dulwich Hill,-33.903409999999944,151.1424800000001,Sugarloaf Cafe,Café,Food
Dulwich Hill,-33.903409999999944,151.1424800000001,Dulwich Grove Light Rail Stop,Light Rail Station,Travel & Transport
Dulwich Hill,-33.903409999999944,151.1424800000001,Bus Stop 220340,Bus Station,Travel & Transport
Dulwich Hill,-33.903409999999944,151.1424800000001,Hoskins Park,Park,Outdoors & Recreation
Dulwich Hill,-33.903409999999944,151.1424800000001,Arlington Light Rail Stop,Light Rail Station,Travel & Transport
Dundas,-33.80133999999998,151.04609000000005,The Ponds Creek,Garden,Outdoors & Recreation
Dundas,-33.80133999999998,151.04609000000005,Liquorland,Liquor Store,Shop & Service
Dundas,-33.80133999999998,151.04609000000005,Bus Stop 2117174,Bus Station,Travel & Transport
Eagle Vale,-34.032429999999984,150.8180000000001,Blackwarrant Studios,Rock Club,Arts & Entertainment
Eagle Vale,-34.032429999999984,150.8180000000001,Michel's Patisserie,Café,Food
Eagle Vale,-34.032429999999984,150.8180000000001,Woolworths,Grocery Store,Shop & Service
Eagle Vale,-34.032429999999984,150.8180000000001,Subway,Sandwich Place,Food
Eagle Vale,-34.032429999999984,150.8180000000001,Soul Pattinson Chemist Eaglevale,Pharmacy,Shop & Service
Eagle Vale,-34.032429999999984,150.8180000000001,The Reject Shop Eagle Vale,Discount Store,Shop & Service
Eagle Vale,-34.032429999999984,150.8180000000001,BP Connect,Gas Station,Shop & Service
Eagle Vale,-34.032429999999984,150.8180000000001,Eagle Vale Marketplace,Shopping Mall,Shop & Service
Eagle Vale,-34.032429999999984,150.8180000000001,Eschol Park Soccer Club,Soccer Field,Outdoors & Recreation
Eagle Vale,-34.032429999999984,150.8180000000001,Eagle Vale Duck Pond,Park,Outdoors & Recreation
Eagle Vale,-34.032429999999984,150.8180000000001,Eagle Vale Leisure Centre,Gym,Outdoors & Recreation
Eagle Vale,-34.032429999999984,150.8180000000001,Campbelltown Sports Centre,Soccer Field,Outdoors & Recreation
Eagle Vale,-34.032429999999984,150.8180000000001,McDonald's,Fast Food Restaurant,Food
Earlwood,-33.926909999999964,151.12498000000005,Euro Coffee Bar,Café,Food
Earlwood,-33.926909999999964,151.12498000000005,Frappe cafe bar,Café,Food
Earlwood,-33.926909999999964,151.12498000000005,Coles,Supermarket,Shop & Service
Earlwood,-33.926909999999964,151.12498000000005,Earlwood-Bardwell Park RSL,Bar,Nightlife Spot
Earlwood,-33.926909999999964,151.12498000000005,Anytime Fitness,Gym,Outdoors & Recreation
Earlwood,-33.926909999999964,151.12498000000005,Oporto,Fast Food Restaurant,Food
Earlwood,-33.926909999999964,151.12498000000005,Domino's Pizza,Pizza Place,Food
Earlwood,-33.926909999999964,151.12498000000005,KFC,Fast Food Restaurant,Food
Earlwood,-33.926909999999964,151.12498000000005,Chemist Warehouse,Pharmacy,Shop & Service
Earlwood,-33.926909999999964,151.12498000000005,Earlwood Lebanese Bakery,Bakery,Food
Earlwood,-33.926909999999964,151.12498000000005,Michel's Patisserie,Coffee Shop,Food
Earlwood,-33.926909999999964,151.12498000000005,Pizza Hut,Pizza Place,Food
Earlwood,-33.926909999999964,151.12498000000005,Girrahween Park,Park,Outdoors & Recreation
Earlwood,-33.926909999999964,151.12498000000005,Hypoxi Body Studio Earlwood,Health & Beauty Service,Shop & Service
Earlwood,-33.926909999999964,151.12498000000005,Salvatore's Bakehouse Café,Café,Food
East Gosford,-33.43777999999997,151.3535300000001,Ooomph,Café,Food
East Gosford,-33.43777999999997,151.3535300000001,caffe jam,Café,Food
East Gosford,-33.43777999999997,151.3535300000001,IGA East Gosford,Grocery Store,Shop & Service
East Gosford,-33.43777999999997,151.3535300000001,Elanora Hotel,Bar,Nightlife Spot
East Gosford,-33.43777999999997,151.3535300000001,Crust Gourmet Pizza Bar,Pizza Place,Food
East Gosford,-33.43777999999997,151.3535300000001,Michael's Italian Family Restaurant,Italian Restaurant,Food
East Gosford,-33.43777999999997,151.3535300000001,Saigon Bites,Vietnamese Restaurant,Food
East Gosford,-33.43777999999997,151.3535300000001,Ooomph The Food Store,Café,Food
East Gosford,-33.43777999999997,151.3535300000001,Hylton Moore Park,Soccer Field,Outdoors & Recreation
East Gosford,-33.43777999999997,151.3535300000001,Japanese Gardens,Garden,Outdoors & Recreation
East Gosford,-33.43777999999997,151.3535300000001,Chemist Outlet,Pharmacy,Shop & Service
East Hills,-33.96211999999996,150.98388000000008,Platform 3,Platform,Travel & Transport
East Hills,-33.96211999999996,150.98388000000008,East Hills Pub,Pub,Nightlife Spot
East Hills,-33.96211999999996,150.98388000000008,Platform 1 & 2,Platform,Travel & Transport
East Hills,-33.96211999999996,150.98388000000008,East Hills Station,Train Station,Travel & Transport
East Lindfield,-33.768929999999955,151.1863800000001,East Lindfield IGA Plus Liquor,Grocery Store,Shop & Service
East Lindfield,-33.768929999999955,151.1863800000001,East Lindfield Shops,Shopping Plaza,Shop & Service
East Lindfield,-33.768929999999955,151.1863800000001,Deli In The Park,Café,Food
East Lindfield,-33.768929999999955,151.1863800000001,Easy Solutions Plumbing North Shore,Home Service,Shop & Service
East Ryde,-33.806899999999985,151.1382000000001,Fitness First,Gym,Outdoors & Recreation
East Ryde,-33.806899999999985,151.1382000000001,North Ryde RSL Community Club,Sports Bar,Nightlife Spot
East Ryde,-33.806899999999985,151.1382000000001,North Ryde RSL Youth Club,Gym,Outdoors & Recreation
East Ryde,-33.806899999999985,151.1382000000001,House of Tong,Cantonese Restaurant,Food
East Ryde,-33.806899999999985,151.1382000000001,Emperor's Table,Chinese Restaurant,Food
East Ryde,-33.806899999999985,151.1382000000001,Atrium Brasserie,Restaurant,Food
East Ryde,-33.806899999999985,151.1382000000001,Magdala Park,Park,Outdoors & Recreation
Eastern Creek,-33.806189999999965,150.85163000000009,Bill's Cafe,Café,Food
Eastgardens,-33.94364999999993,151.22256000000004,Bondi Pizza,Pizza Place,Food
Eastgardens,-33.94364999999993,151.22256000000004,Chocolateria San Churro,Dessert Shop,Food
Eastgardens,-33.94364999999993,151.22256000000004,Coco Cafe,Café,Food
Eastgardens,-33.94364999999993,151.22256000000004,Ribs & Burgers,Burger Joint,Food
Eastgardens,-33.94364999999993,151.22256000000004,Sushi07,Sushi Restaurant,Food
Eastgardens,-33.94364999999993,151.22256000000004,Ninetytwo Espresso,Coffee Shop,Food
Eastgardens,-33.94364999999993,151.22256000000004,Coles,Supermarket,Shop & Service
Eastgardens,-33.94364999999993,151.22256000000004,Starbucks,Coffee Shop,Food
Eastgardens,-33.94364999999993,151.22256000000004,Woolworths,Supermarket,Shop & Service
Eastgardens,-33.94364999999993,151.22256000000004,Westfield Eastgardens,Shopping Mall,Shop & Service
Eastgardens,-33.94364999999993,151.22256000000004,Kmart,Department Store,Shop & Service
Eastgardens,-33.94364999999993,151.22256000000004,JB Hi-Fi,Electronics Store,Shop & Service
Eastgardens,-33.94364999999993,151.22256000000004,HOYTS,Multiplex,Arts & Entertainment
Eastgardens,-33.94364999999993,151.22256000000004,Subway,Sandwich Place,Food
Eastgardens,-33.94364999999993,151.22256000000004,Boost Juice,Juice Bar,Food
Eastgardens,-33.94364999999993,151.22256000000004,Cafe Doma,Café,Food
Eastgardens,-33.94364999999993,151.22256000000004,Oporto,Fast Food Restaurant,Food
Eastgardens,-33.94364999999993,151.22256000000004,Myer,Department Store,Shop & Service
Eastgardens,-33.94364999999993,151.22256000000004,The Coffee Club,Coffee Shop,Food
Eastgardens,-33.94364999999993,151.22256000000004,Food Court,Food Court,Food
Eastgardens,-33.94364999999993,151.22256000000004,Target,Big Box Store,Shop & Service
Eastgardens,-33.94364999999993,151.22256000000004,Big W,Department Store,Shop & Service
Eastgardens,-33.94364999999993,151.22256000000004,KFC,Fast Food Restaurant,Food
Eastgardens,-33.94364999999993,151.22256000000004,Noodle & Dumpling Canteen,Dumpling Restaurant,Food
Eastgardens,-33.94364999999993,151.22256000000004,Mr Espresso,Coffee Shop,Food
Eastgardens,-33.94364999999993,151.22256000000004,Breadtop,Bakery,Food
Eastgardens,-33.94364999999993,151.22256000000004,ABC Shop,Gift Shop,Shop & Service
Eastgardens,-33.94364999999993,151.22256000000004,Kingston & Co.,Café,Food
Eastgardens,-33.94364999999993,151.22256000000004,Tongli Supermarket,Supermarket,Shop & Service
Eastgardens,-33.94364999999993,151.22256000000004,Oriental Massage,Spa,Shop & Service
Eastgardens,-33.94364999999993,151.22256000000004,Vodafone,Mobile Phone Shop,Shop & Service
Eastgardens,-33.94364999999993,151.22256000000004,Angus & Robertson,Bookstore,Shop & Service
Eastgardens,-33.94364999999993,151.22256000000004,zing pop culture,Toy / Game Store,Shop & Service
Eastgardens,-33.94364999999993,151.22256000000004,ME Coffee Merchants,Coffee Shop,Food
Eastgardens,-33.94364999999993,151.22256000000004,Mutch Park,Park,Outdoors & Recreation
Eastgardens,-33.94364999999993,151.22256000000004,Specsavers,Optical Shop,Shop & Service
Eastlakes,-33.923779999999965,151.21113000000003,The Lakes Hotel,Hotel Bar,Nightlife Spot
Eastlakes,-33.923779999999965,151.21113000000003,Woolworths,Supermarket,Shop & Service
Eastlakes,-33.923779999999965,151.21113000000003,Eastlakes Shopping Centre,Shopping Mall,Shop & Service
Eastlakes,-33.923779999999965,151.21113000000003,Jim's Fruit Market,Farmers Market,Shop & Service
Eastlakes,-33.923779999999965,151.21113000000003,Southern Cross Drive Reserve,Park,Outdoors & Recreation
Eastlakes,-33.923779999999965,151.21113000000003,Stolichniy Minimart,Food & Drink Shop,Shop & Service
Eastlakes,-33.923779999999965,151.21113000000003,Aldi,Supermarket,Shop & Service
Eastlakes,-33.923779999999965,151.21113000000003,BKK Eastlakes Supermarket,Grocery Store,Shop & Service
Eastwood,-33.791399999999946,151.08037000000004,Cafe Centro,Café,Food
Eastwood,-33.791399999999946,151.08037000000004,Tan Viet Noodle House,Vietnamese Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,678 Korean BBQ,Korean Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,The Max Joy Co,Ice Cream Shop,Food
Eastwood,-33.791399999999946,151.08037000000004,Sea Bay Handmade Noodle Restaurant,Chinese Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,Hukuya Sushi Bar,Sushi Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,Jean's Chilli Chicken,Asian Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,Baodao Taiwanese Kitchen,Chinese Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,Me Pho,Vietnamese Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,Ginger & Shallots Chinese Cuisine,Chinese Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,Jonga Jip,Korean Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,Phở Gia Hội,Vietnamese Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,Sakae Yakiniku House,Japanese Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,BBQ One [阿一],BBQ Joint,Food
Eastwood,-33.791399999999946,151.08037000000004,257 Home Kitchen (257 私房菜),Chinese Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,Sichuan Kitchen Restaurant,Chinese Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,YogurBerry,Frozen Yogurt Shop,Food
Eastwood,-33.791399999999946,151.08037000000004,ChaTime (曰出茶太),Bubble Tea Shop,Food
Eastwood,-33.791399999999946,151.08037000000004,Sakae,Japanese Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,渝味軒 Spicy House Hot Pot Restaurant,Chinese Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,Eastwood Hotel,Pub,Nightlife Spot
Eastwood,-33.791399999999946,151.08037000000004,K & J Chinese Takeaway,Chinese Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,Pishon Patisserie,Bakery,Food
Eastwood,-33.791399999999946,151.08037000000004,Zenya Noodle Bar,Noodle House,Food
Eastwood,-33.791399999999946,151.08037000000004,Poong Nab Dong Korean BBQ,Korean Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,Eastwood Peking Seafood Restaurant,Chinese Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,Daejangkum Eastwood,Korean Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,Woolworths,Supermarket,Shop & Service
Eastwood,-33.791399999999946,151.08037000000004,Tounoya Restaurant & Karaoke,Japanese Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,Ton Yon Supermarket,Grocery Store,Shop & Service
Eastwood,-33.791399999999946,151.08037000000004,Taste of Shanghai,Chinese Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,Ming Kee BBQ Restaurant,BBQ Joint,Food
Eastwood,-33.791399999999946,151.08037000000004,Eastwood Village,Shopping Mall,Shop & Service
Eastwood,-33.791399999999946,151.08037000000004,OK Supermarket,Market,Shop & Service
Eastwood,-33.791399999999946,151.08037000000004,Miho Japanese Bakery,Bakery,Food
Eastwood,-33.791399999999946,151.08037000000004,Charles & Sherry Hair Salon,Salon / Barbershop,Shop & Service
Eastwood,-33.791399999999946,151.08037000000004,Insadong Charcoal BBQ & Korean Cuisne,Korean Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,Caffe Bom,Café,Food
Eastwood,-33.791399999999946,151.08037000000004,Sea Garden Korean Restaurant,Korean Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,torin,Korean Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,Incredible Chicken,Korean Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,Torin Japanese Restaurant,Japanese Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,Mirac Korean,Korean Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,Myung-Ga B.B.Q,Korean Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,Welcome BBQ,Korean Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,La Vigne,Bakery,Food
Eastwood,-33.791399999999946,151.08037000000004,Young Mart,Grocery Store,Shop & Service
Eastwood,-33.791399999999946,151.08037000000004,Hong Kong Recipe | 香港茶餐廳,Cantonese Restaurant,Food
Eastwood,-33.791399999999946,151.08037000000004,Le Bistro Dorine,Bistro,Food
Eastwood,-33.791399999999946,151.08037000000004,ALDI,Grocery Store,Shop & Service
Eastwood,-33.791399999999946,151.08037000000004,Will & Co,Café,Food
Eastwood,-33.791399999999946,151.08037000000004,Caffe Cherry Beans,Café,Food
Eastwood,-33.791399999999946,151.08037000000004,Hareubang BBQ Restaurant,Korean Restaurant,Food
Ebenezer,-33.524069999999945,150.8891100000001,A View TUrf,Garden,Outdoors & Recreation
Edensor Park,-33.877869999999966,150.8725400000001,Coles,Supermarket,Shop & Service
Edensor Park,-33.877869999999966,150.8725400000001,Sydney united sports centre,Athletics & Sports,Outdoors & Recreation
Edensor Park,-33.877869999999966,150.8725400000001,Edensor Park Plaza,Shopping Mall,Shop & Service
Edensor Park,-33.877869999999966,150.8725400000001,Edensor Park Continental Deli,Deli / Bodega,Food
Edgecliff,-33.87866999999994,151.23536000000001,Aldi,Supermarket,Shop & Service
Edgecliff,-33.87866999999994,151.23536000000001,St Honore Sourdough Bakery,Bakery,Food
Edgecliff,-33.87866999999994,151.23536000000001,Anytime Fitness,Gym,Outdoors & Recreation
Edgecliff,-33.87866999999994,151.23536000000001,Makizo,Japanese Restaurant,Food
Edgecliff,-33.87866999999994,151.23536000000001,Trumper Park,Park,Outdoors & Recreation
Edgecliff,-33.87866999999994,151.23536000000001,French Press,Café,Food
Edgecliff,-33.87866999999994,151.23536000000001,Subway,Sandwich Place,Food
Edgecliff,-33.87866999999994,151.23536000000001,Edgecliff Station,Train Station,Travel & Transport
Edgecliff,-33.87866999999994,151.23536000000001,Coles,Supermarket,Shop & Service
Edgecliff,-33.87866999999994,151.23536000000001,White City Tennis,Tennis Stadium,Arts & Entertainment
Edgeworth,-32.923629999999946,151.61287000000004,Better Value,Sandwich Place,Food
Elanora Heights,-33.701049999999945,151.27970000000005,Elanora Heights Bakery,Bakery,Food
Elanora Heights,-33.701049999999945,151.27970000000005,BWS,Liquor Store,Shop & Service
Elanora Heights,-33.701049999999945,151.27970000000005,Bus Stop.,Bus Station,Travel & Transport
Elanora Heights,-33.701049999999945,151.27970000000005,Business Service,Home Service,Shop & Service
Elanora Heights,-33.701049999999945,151.27970000000005,Dewrang Playground,Playground,Outdoors & Recreation
Eleebana,-32.98942999999996,151.6365000000001,Warners Bay Lions Park,Park,Outdoors & Recreation
Eleebana,-32.98942999999996,151.6365000000001,Eleebana Oval,Soccer Field,Outdoors & Recreation
Elermore Vale,-32.91528999999996,151.6731100000001,Bi-Lo,Grocery Store,Shop & Service
Elermore Vale,-32.91528999999996,151.6731100000001,Elemore Soccer Club,Soccer Field,Outdoors & Recreation
Elermore Vale,-32.91528999999996,151.6731100000001,Elermore Shopping Centre,Shopping Mall,Shop & Service
Elermore Vale,-32.91528999999996,151.6731100000001,The Shaft Tavern,Bar,Nightlife Spot
Elermore Vale,-32.91528999999996,151.6731100000001,SUPA IGA Elermore Vale,Grocery Store,Shop & Service
Elizabeth Bay,-33.87144999999998,151.22540000000004,Room 10,Café,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,The Apollo,Greek Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Coffee Tea & Me,Café,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Pizza Boccone,Italian Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Billy Kwong,Chinese Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Kings Cross Organic Market,Farmers Market,Shop & Service
Elizabeth Bay,-33.87144999999998,151.22540000000004,Monopole,Australian Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Gypsy Espresso,Coffee Shop,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Cho Cho San,Japanese Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Hayes Theatre,Theater,Arts & Entertainment
Elizabeth Bay,-33.87144999999998,151.22540000000004,P.E Dept.,Gym / Fitness Center,Outdoors & Recreation
Elizabeth Bay,-33.87144999999998,151.22540000000004,The Arthur McElhone Reserve,Park,Outdoors & Recreation
Elizabeth Bay,-33.87144999999998,151.22540000000004,Harris Farm Markets,Fruit & Vegetable Store,Shop & Service
Elizabeth Bay,-33.87144999999998,151.22540000000004,The Farm Wholefoods,Convenience Store,Shop & Service
Elizabeth Bay,-33.87144999999998,151.22540000000004,Ms. G's,Asian Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Fratelli Paradiso,Italian Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,The Roosevelt,Speakeasy,Nightlife Spot
Elizabeth Bay,-33.87144999999998,151.22540000000004,Gazebo Wine Garden,Wine Bar,Nightlife Spot
Elizabeth Bay,-33.87144999999998,151.22540000000004,The Butler,Australian Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,yellow,Vegetarian / Vegan Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Maggie's,Café,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Cafe Two Ants,Café,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Chester White Cured Diner,Diner,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,The Fish Shop,Fish & Chips Shop,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Paper Bird,Café,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Wok and Noodle Bar,Ramen Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Elizabeth Bay House,Monument / Landmark,Professional & Other Places
Elizabeth Bay,-33.87144999999998,151.22540000000004,Primary Coffee Roasters,Coffee Shop,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Bistro Rex,French Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Douce France,Café,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Jangling Jacks,Lounge,Nightlife Spot
Elizabeth Bay,-33.87144999999998,151.22540000000004,El Alamein Fountain,Fountain,Outdoors & Recreation
Elizabeth Bay,-33.87144999999998,151.22540000000004,Mad Pizza E Bar Potts Point Pronto,Pizza Place,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Bottega del Vino,Deli / Bodega,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Lot19 Cafe,Café,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Beare Park,Park,Outdoors & Recreation
Elizabeth Bay,-33.87144999999998,151.22540000000004,Fei Jai,Chinese Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Petrol Restaurant,Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Farmhouse Kings Cross,Australian Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Butler Stairs,Trail,Outdoors & Recreation
Elizabeth Bay,-33.87144999999998,151.22540000000004,Holm Cafe,Café,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Glider,Café,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Macleay Street Bistro,Australian Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Dear Sainte Éloise,Wine Bar,Nightlife Spot
Elizabeth Bay,-33.87144999999998,151.22540000000004,D&B Dumpling & Beer,Dumpling Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Friggitoria,Italian Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Harry's Café De Wheels,Pie Shop,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Health Nuts,Juice Bar,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Potts Point Hotel,Pub,Nightlife Spot
Elizabeth Bay,-33.87144999999998,151.22540000000004,La Buvette,Café,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Kujin,Japanese Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Dumpling & Noodle House,Dumpling Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Librarie,Café,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Enya Japanese Restaurant,Japanese Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Caffe Roma,Italian Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Pott'Spot,Café,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Zinc,Café,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Crane,Sushi Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Challis Lodge,Hotel,Travel & Transport
Elizabeth Bay,-33.87144999999998,151.22540000000004,LL Wine & Dine,Wine Bar,Nightlife Spot
Elizabeth Bay,-33.87144999999998,151.22540000000004,Busshari Japanese Restaurant,Sushi Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,McElhone Stairs,Trail,Outdoors & Recreation
Elizabeth Bay,-33.87144999999998,151.22540000000004,Pin Tohng Thai,Thai Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Embarkation Park,Park,Outdoors & Recreation
Elizabeth Bay,-33.87144999999998,151.22540000000004,Blue Parrot,Hostel,Travel & Transport
Elizabeth Bay,-33.87144999999998,151.22540000000004,The Deli,Deli / Bodega,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Fitness First,Gym,Outdoors & Recreation
Elizabeth Bay,-33.87144999999998,151.22540000000004,Sweethearts Rooftop BBQ,Bar,Nightlife Spot
Elizabeth Bay,-33.87144999999998,151.22540000000004,Marcelle on Macleay,Café,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Quest Potts Point Serviced Apartments Sydney,Hotel,Travel & Transport
Elizabeth Bay,-33.87144999999998,151.22540000000004,KL Kitchen Restaurant,Malay Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Out Of Italy,Pizza Place,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Coco Cubano,Café,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Bayswater Bru,Coffee Shop,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,The Bourbon,Bar,Nightlife Spot
Elizabeth Bay,-33.87144999999998,151.22540000000004,Pad Thai,Thai Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Elizabeth Bay Cafe,Café,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,The White Wall,Café,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Guzman Y Gomez,Mexican Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,The Village,Italian Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Tilbury Hotel,Bar,Nightlife Spot
Elizabeth Bay,-33.87144999999998,151.22540000000004,Harajuku Gyoza,Japanese Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Larmont Sydney,Hotel,Travel & Transport
Elizabeth Bay,-33.87144999999998,151.22540000000004,Uliveto Cafe,Café,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Rushcutter's Bay Tennis Centre,Tennis Court,Outdoors & Recreation
Elizabeth Bay,-33.87144999999998,151.22540000000004,Artspace At The Gunnery,Art Gallery,Arts & Entertainment
Elizabeth Bay,-33.87144999999998,151.22540000000004,The Old Fitzroy Hotel,Pub,Nightlife Spot
Elizabeth Bay,-33.87144999999998,151.22540000000004,Fitzroy Gardens,Plaza,Outdoors & Recreation
Elizabeth Bay,-33.87144999999998,151.22540000000004,Jackaroo Hostel,Hostel,Travel & Transport
Elizabeth Bay,-33.87144999999998,151.22540000000004,Woolworths,Supermarket,Shop & Service
Elizabeth Bay,-33.87144999999998,151.22540000000004,The World Bar,Bar,Nightlife Spot
Elizabeth Bay,-33.87144999999998,151.22540000000004,Watermoon 水月,Japanese Restaurant,Food
Elizabeth Bay,-33.87144999999998,151.22540000000004,Thirsty Bird,Fried Chicken Joint,Food
